x,y,color
254.1807933,257.9693261,1
288.157646,173.3989054,1
126.4310871,259.0682113,1
368.9827976,280.7217199,2
404.5854367,311.7363869,2
296.1526496,162.2126568,1
350.6493675,268.6664055,2
114.2645793,108.1356958,0
286.1908634,214.6547593,1
148.69965,95.89662591,0
338.8010703,316.7481474,2
386.8339604,234.9883441,2
416.8636168,269.7572168,2
272.5930705,213.2782135,1
266.6309769,222.9257566,1
412.56702,165.0997012,2
102.2804588,100.7063888,0
307.856992,164.9357548,1
104.2187838,184.1576846,0
311.075298,146.6260643,1
145.5597195,101.9814639,0
338.9618325,278.0515981,2
360.4146347,280.3966368,2
375.2472812,242.5638082,2
231.0743851,144.8889866,1
365.7724788,239.1941938,2
153.5002665,133.4301909,0
141.8426563,109.0650126,0
231.7529511,160.965076,1
404.2429177,201.4900176,2
339.25024,292.4170295,2
331.528409,372.8807381,2
283.6517589,136.3990007,1
407.9941144,280.5575308,2
283.8916051,138.0727975,1
149.3556529,113.8246618,0
256.1691169,167.188341,1
343.5349995,296.4426792,2
373.1238853,205.6720905,2
113.1445968,70.33234621,0
166.7467093,77.33068336,0
117.1508361,99.30306884,0
322.6651593,294.0232565,2
316.5812907,193.0067478,1
337.4480811,273.7995665,2
317.9682817,135.5197235,1
368.1795106,281.5745269,2
339.4323602,268.1984599,2
337.8860573,267.4555635,2
137.7888588,117.5113955,0
364.3687894,254.5998598,2
116.1999338,176.2433446,0
361.157744,312.7520453,2
113.0651446,169.1393024,0
138.5348545,174.1163366,0
204.8680981,85.29654425,0
228.9154634,256.2566767,1
270.5271697,168.8005722,1
282.1625155,97.59054257,1
299.7022812,291.7991456,2
163.507967,75.94448645,0
414.1421586,207.2677721,2
322.0156092,337.737038,2
284.3564334,192.2394806,1
292.4577186,193.0577505,1
345.167608,262.7047659,2
259.5325145,221.171906,1
340.2205954,322.6549797,2
177.4170941,241.925405,1
124.9121486,240.9519358,1
379.6165492,260.7325904,2
352.0108521,325.0299308,2
304.3476461,206.1682498,1
220.2347458,240.0025848,1
303.4664761,323.7467526,2
206.5985606,267.9240662,1
305.7932441,352.4209664,2
253.0278644,226.4473361,1
195.1096892,78.35167256,0
284.6892715,101.6613453,1
233.1672329,241.4677617,1
339.4986708,127.898213,1
125.5707861,97.57633346,0
137.9603635,152.2532591,0
214.2889701,172.0462993,1
364.3725965,248.7610931,2
285.1203365,158.7997978,1
194.8905067,257.4744053,1
300.1212636,118.7430114,1
235.4967295,211.2151067,1
308.9005606,113.1773039,1
398.2344239,262.5712861,2
246.1233976,221.2681978,1
181.5878296,224.1148511,1
377.6232209,229.8982089,2
287.2809402,173.6408847,1
164.5542709,112.1324178,0
275.7859533,126.6066332,1
385.9498583,287.6526042,2
253.973272,185.1647847,1
396.9878249,301.2172693,2
84.02246268,121.8545103,0
277.9762847,173.6290873,1
399.7736291,294.7937788,2
147.3847899,100.8475108,0
208.1041523,277.3435507,1
96.26075895,169.0035769,0
115.2854864,101.360535,0
275.9318537,155.7045844,1
179.4889253,50.04940933,0
276.0882994,152.2154793,1
220.3198652,280.5464564,1
386.6663621,248.4403732,2
116.9047174,104.5772603,0
238.2719833,123.0068708,1
353.5907092,251.2421478,2
269.2060501,122.1529749,1
157.9099098,233.8119954,1
170.2636388,70.99508445,0
350.3566249,219.7233593,2
194.3955328,36.4033541,0
339.4562531,162.4877979,1
306.828789,317.3501967,2
206.61542,244.6753338,1
317.1126408,315.0433454,2
243.188059,238.0455414,1
378.8704548,272.9490742,2
154.5965378,73.58226532,0
181.1178295,217.1178151,1
154.1610734,87.52543181,0
183.1828036,48.05386085,0
304.7925063,169.21354,1
292.0568811,335.4291228,2
179.5412886,74.29601531,0
128.9606065,143.4653661,0
275.2886146,87.78479158,1
198.2333241,202.2330057,1
369.2260427,255.5303416,2
327.0877544,141.2417835,1
272.4185537,86.10574935,1
199.3986541,185.7182883,1
348.2137496,329.843883,2
153.7376542,84.29443519,0
206.6633799,252.2594712,1
291.6555077,226.202189,1
67.86079748,128.5430556,0
382.0879333,213.5027135,2
61.15352781,204.3967344,0
359.7000238,299.8180947,2
347.5689361,247.7916476,2
220.0078669,265.3551228,1
196.2086134,78.43305722,0
398.7978055,233.9387912,2
202.3901327,302.8813056,1
109.6742176,156.6981687,0
238.3062889,164.8990613,1
208.8287375,155.8230605,1
276.0059123,343.0595705,2
142.1643412,89.15816862,0
398.21497,242.2232837,2
148.9246144,78.180089,0
299.6558828,247.6884334,1
93.86053916,184.4361786,0
91.50371588,107.6385734,0
333.4909564,301.6222923,2
353.0590858,272.597125,2
105.4900207,153.0702348,0
337.2799552,290.8914507,2
381.2664362,264.7224288,2
271.0806661,264.4851218,1
360.8532205,184.099683,2
358.6024112,212.3841236,2
119.710542,96.21386937,0
250.0446075,131.2035086,1
287.2762096,246.2786402,1
232.3818124,188.1660512,1
274.9929989,190.4664235,1
255.6045246,148.7496238,1
204.3100939,290.5456566,1
281.0682724,348.1112245,2
268.0820236,167.067228,1
212.9319856,296.3264844,1
190.0182179,178.9619959,1
299.9902935,367.9541842,2
256.0745056,321.6105674,2
226.0732823,200.7602118,1
190.4073376,242.3843325,1
297.8241269,332.4709883,2
339.0344038,308.8823041,2
306.4636881,346.9631269,2
288.9762022,345.8684397,2
206.2242091,284.692063,1
211.2329486,272.2475099,1
342.3040399,333.922895,2
121.789906,173.6949204,0
366.6853563,249.7634841,2
295.7626651,330.321483,2
229.1718062,305.9023131,1
114.4706948,109.2248539,0
206.0601349,68.38945739,0
202.6865068,275.9857113,1
410.7542987,205.1289324,2
83.19447402,90.81529095,0
361.4412682,268.7889052,2
214.4689799,303.1067471,1
281.2942438,163.8120308,1
170.3264893,79.71620907,0
337.2765862,307.7077958,2
158.8671041,90.6409094,0
262.3901199,123.4171987,1
218.2512878,252.6037954,1
224.8948593,125.9484815,1
280.8481028,246.5902696,1
251.9763475,201.3060727,1
123.5439383,135.1332149,0
389.2185225,258.2774883,2
342.6237014,277.5831627,2
417.591233,198.6958247,2
260.8939331,227.1271455,1
360.2656193,237.3488143,2
397.8077076,305.4022128,2
322.4179778,334.9488488,2
399.9186753,256.0074159,2
131.6827543,135.271695,0
174.6642837,73.81510415,0
162.6559333,53.66045224,0
320.7324418,293.4000762,2
272.3779598,204.1587428,1
352.7159293,292.0542708,2
286.4673793,196.9303213,1
326.4254028,164.8683632,1
199.3036848,249.8294732,1
268.4670222,163.184971,1
134.7628352,267.1574356,1
259.4281778,154.7373037,1
324.1316313,170.9101606,1
185.2538807,186.4234141,1
390.004057,179.1352628,2
200.2706083,97.0891426,0
309.3501038,119.5712902,1
299.1581706,344.1003262,2
210.5840129,239.2483839,1
371.396744,244.6900756,2
128.5944088,91.76853033,0
313.3600753,110.7458727,1
327.9716549,154.2150067,1
142.2597988,53.76753889,0
182.5926031,244.7378112,1
319.0364505,271.1027187,2
271.2359408,234.1791524,1
190.5588522,211.0000725,1
404.7613387,196.4220816,2
150.242631,62.39835634,0
408.5308295,227.6173424,2
297.2034573,109.1945267,1
89.91151573,131.5348184,0
209.0488871,197.566431,1
177.2696058,89.09481265,0
249.4128563,163.4766686,1
154.2434532,37.65738475,0
396.9276714,235.4440795,2
113.3144257,73.41970388,0
191.2962255,46.62358377,0
184.7417644,297.6999797,1
80.9885885,147.5387751,0
391.4666655,286.8961423,2
180.7679318,147.6768629,0
195.0747496,58.97086344,0
397.979381,187.2478396,2
290.9428453,111.7747349,1
216.7566275,52.75291587,0
130.2161809,140.6828601,0
126.2115247,80.15209419,0
407.4666095,201.8864474,2
360.984095,317.7928217,2
184.3964067,240.962215,1
332.1276435,273.4186319,2
234.2164509,280.9016777,1
396.8383511,216.4749151,2
195.5310799,194.8827139,1
105.2951468,144.4754126,0
329.9085846,161.1966762,1
435.9710931,223.2880049,2
150.9542176,136.4769613,0
368.2544757,274.8310199,2
325.1611166,163.0558264,1
216.8124864,288.3024395,1
277.4314211,151.8673872,1
168.398175,215.1025698,1
134.8335309,57.45291122,0
412.7537594,235.0301025,2
273.5658838,338.064106,2
120.0073266,157.9091056,0
129.5606377,107.0952925,0
346.764937,262.0290949,2
283.7643555,308.7112671,2
164.7222351,270.9901895,1
104.674312,172.933941,0
355.8092863,281.6441548,2
330.6712252,278.7850496,2
132.9035307,162.4472124,0
394.9234166,200.6389236,2
204.1116711,159.2260407,1
314.290407,155.872461,1
163.0050903,50.01030406,0
134.4925816,163.7202634,0
299.4185823,142.4632852,1
114.5189886,171.1263797,0
172.6268608,289.1358644,1
298.7726882,109.2994064,1
131.3958105,144.5707603,0
306.3227511,141.6253803,1
278.2874548,120.0731094,1
265.4424994,219.40465,1
354.6619888,343.1051499,2
267.2736603,149.4422938,1
296.9540452,151.5876883,1
130.4840582,160.3440876,0
289.0257061,138.0400392,1
276.8269602,177.7354866,1
142.0867048,100.485635,0
357.3859311,308.0516066,2
336.4327919,325.7729588,2
310.2601437,290.3934492,2
384.7480023,212.7072639,2
319.8584191,147.0466558,1
291.4611034,229.9159975,1
287.1508821,138.1634682,1
279.2665471,131.1249646,1
163.2391285,106.6228367,0
294.0351354,335.0122704,2
289.4098056,171.5717087,1
184.4951357,252.9521896,1
204.0503311,78.40097672,0
364.1839861,274.0861229,2
217.7744018,241.0189606,1
348.0619774,292.7116911,2
341.9887316,281.0066034,2
352.5513454,335.4097432,2
162.2930834,81.32821081,0
153.4696429,276.2707313,1
337.9785749,282.7343337,2
366.6194204,302.385131,2
186.5646188,68.82572943,0
168.6660148,89.54680699,0
274.302442,131.6064875,1
318.2237912,131.9299442,1
320.1211642,317.9026313,2
179.6528984,222.7981637,1
129.512015,160.837845,0
206.1023094,70.49544966,0
413.30623,237.5872365,2
262.5743303,191.3843462,1
268.0507542,225.0496143,1
331.8396753,297.8242734,2
266.6747154,164.7733021,1
84.26837502,175.3812881,0
313.3312528,366.0098946,2
187.9225976,239.1434984,1
258.4904163,262.2492456,1
136.3729699,152.3650936,0
270.1893084,174.3684268,1
213.6632313,280.6787195,1
227.0208698,191.5055153,1
376.6064125,277.364487,2
111.1073566,100.6382864,0
105.1899791,178.8579604,0
413.9301018,226.0366584,2
417.4062095,251.6418453,2
325.9036697,303.858348,2
182.2233494,236.6651665,1
200.9195583,254.3302127,1
272.1130837,154.2502133,1
191.5045382,261.4876635,1
215.5313047,229.6587768,1
357.3820695,304.765251,2
301.7747729,151.6617047,1
308.1827955,328.1740615,2
196.9380985,36.60892773,0
184.6934506,78.12019991,0
136.8773101,259.1840773,1
416.117701,183.9886655,2
138.8477259,117.3322225,0
164.4516979,77.48474333,0
376.5082215,257.2154763,2
172.8696562,42.24494753,0
289.9952157,146.3397358,1
258.8090252,199.9495209,1
197.3352599,208.5216698,1
261.7750757,113.8132839,1
149.9922026,117.2704741,0
415.9876344,158.8245517,2
298.7803536,189.5269027,1
151.8122298,70.4215804,0
390.3933447,224.1198921,2
373.4521214,252.3605755,2
168.2071826,131.6588829,0
302.5983926,345.8169514,2
219.402924,137.2193156,1
308.4567846,95.49658197,1
125.6466691,140.4024287,0
168.9634238,252.015008,1
325.0676213,164.0563021,1
257.6541557,184.9525557,1
183.2744618,243.1140543,1
418.9668841,227.7469919,2
225.1768145,276.6043819,1
326.1944377,159.7458586,1
194.5343206,284.2820521,1
198.9937138,190.9530781,1
318.0989287,98.92998482,1
373.9081567,317.0357256,2
176.7262688,79.72557423,0
316.3495289,171.5346472,1
247.151668,267.1354915,1
154.9146466,136.6953643,0
289.0214534,145.3479082,1
404.2666685,210.3527169,2
255.6515757,278.5847261,1
415.2949108,214.7969772,2
175.1432921,109.7093297,0
150.8282027,91.85622155,0
411.9556733,236.2089697,2
233.4468249,197.4793134,1
261.4396485,212.0570306,1
273.5478553,113.8176362,1
238.5634169,211.0117945,1
420.9588946,234.888654,2
80.91591,159.3870754,0
252.6941465,214.0653172,1
255.0432946,137.0493776,1
287.4115469,370.0868739,2
276.6123661,176.2989127,1
112.8086464,171.0974857,0
286.0218997,148.7665575,1
216.1097785,270.3881411,1
106.4968348,119.1636553,0
357.2478773,275.2716249,2
117.3317751,158.5251329,0
199.4743459,242.5500189,1
389.6295789,265.1211164,2
306.9986177,301.62543,2
132.1167382,60.10799504,0
112.7271598,164.9183997,0
397.5211087,198.8495761,2
257.3112264,193.9058893,1
310.4428293,202.9542512,1
281.9314238,143.2277058,1
100.39248,157.6522007,0
204.4348326,180.6803027,1
209.0333921,77.03000444,0
110.3403536,171.3439743,0
244.6239822,241.2647305,1
194.2721108,91.47021687,0
303.2348917,338.3111601,2
409.651169,203.6970979,2
333.7035089,168.4587036,1
284.5949568,194.9371992,1
217.3163114,248.6292101,1
404.968939,299.263445,2
327.3073103,357.1950306,2
211.9741964,247.3171699,1
128.5397907,99.26176916,0
299.7426944,357.3049207,2
129.8507789,130.9455104,0
325.1656113,263.0340259,2
174.5031249,116.7081191,0
176.8864052,250.1766442,1
356.0161628,244.3163259,2
370.7999683,285.2819563,2
179.9261198,124.4348408,0
411.0418877,215.5485937,2
206.0467945,278.3021416,1
263.6967328,231.2845647,1
133.9592642,141.9324295,0
293.5848414,157.2326859,1
137.513474,171.0221165,0
364.1716908,257.6316716,2
289.5427377,206.4816338,1
398.1854399,307.0878045,2
369.6815029,257.0340482,2
373.8389875,253.5370149,2
146.909552,126.8375455,0
289.4383976,240.7153995,1
260.1553304,170.4610299,1
289.5128811,354.1693897,2
171.695537,40.59811426,0
284.065762,166.5586304,1
281.2911631,169.6759978,1
198.9051993,209.0148798,1
285.1010589,172.0799782,1
333.9988227,372.9802479,2
117.0548411,98.98140073,0
376.6476063,209.8654109,2
128.957621,156.8099353,0
329.5805612,114.780086,1
179.6951603,287.2834726,1
132.9803047,102.7038806,0
377.8262273,315.583612,2
355.6613431,283.8377715,2
389.4505095,261.1740857,2
324.8298244,187.1103023,1
267.7295718,126.6398392,1
350.7157256,256.7044411,2
178.2668852,214.8438189,1
299.0081228,178.8049233,1
146.2391244,114.0392353,0
296.9351834,206.1843664,1
274.0496764,110.7255579,1
92.00566708,175.3259799,0
264.7836585,179.2298056,1
156.1691383,53.34437965,0
192.332619,72.3216204,0
190.5389685,70.25493956,0
231.9568996,235.6256282,1
386.3637176,215.6534205,2
96.56608631,73.81239097,0
156.3780732,118.319047,0
170.7118963,245.5247042,1
106.5757546,67.67483012,0
288.0590524,213.6012162,1
227.886749,230.6283821,1
406.1265765,200.2628898,2
367.1733086,266.133812,2
324.8108721,346.9373725,2
331.3426255,144.6450552,1
304.3997755,332.8286103,2
168.007971,106.9585611,0
107.1189413,139.5457006,0
232.4313561,246.0907045,1
273.269433,121.2750574,1
388.4102683,211.4993114,2
182.1673324,48.74073368,0
282.9930413,245.2589824,1
334.8367149,288.3064517,2
219.1367864,250.0858633,1
340.1842277,328.7826375,2
348.0346532,288.686766,2
409.9164484,244.9085747,2
210.029432,245.7115675,1
338.5655668,346.5466477,2
407.4448199,215.4289806,2
91.42788577,156.2828314,0
319.2434036,131.9181312,1
175.4599639,58.75809758,0
141.3129753,144.3109844,0
108.0482173,154.3003206,0
360.6965296,313.6429023,2
72.95410485,122.07898,0
241.4229518,254.8626659,1
339.5507143,163.9027594,1
323.4529664,301.7358183,2
216.7194783,199.7862104,1
270.9305432,135.1228961,1
320.5237692,105.9804407,1
270.702399,126.3852906,1
187.5648584,277.8862847,1
282.429183,226.2873463,1
367.9265601,296.071916,2
184.4138975,278.2759146,1
186.3882328,70.1813489,0
300.0035474,129.4190542,1
79.67327963,134.252116,0
325.7622275,175.2213949,1
282.0704145,146.4407044,1
422.6889704,206.1663843,2
215.8326014,87.24445546,0
180.5164938,124.5772539,0
175.2524209,266.3565569,1
282.1664206,219.2097711,1
139.823241,170.4613633,0
310.0915272,301.3464323,2
292.4226399,323.3026151,2
222.0907787,262.4669955,1
231.3645311,138.7606036,1
107.2644591,86.09931364,0
182.4013945,249.284827,1
278.7207674,145.7794248,1
154.7780796,116.8459987,0
209.1179904,155.4782202,1
232.0007967,191.2123605,1
310.7659114,280.2541858,2
337.6943069,304.8744004,2
104.5953878,212.2901968,0
110.370059,146.0286354,0
186.0896536,70.44096282,0
289.5414028,146.4105909,1
245.9611093,161.3544997,1
257.3962305,124.4501431,1
305.2296675,291.4451966,2
374.2702025,276.1326835,2
339.4793578,324.6873534,2
278.8797794,124.4343343,1
415.4694518,272.6969988,2
280.7786683,209.9813501,1
396.966079,211.3223597,2
276.775337,177.9061316,1
271.6346382,258.588114,1
328.3476118,300.2083507,2
164.8634818,239.8395678,1
204.4634494,187.5983134,1
227.1226068,50.01949397,0
368.2783818,239.0023469,2
104.4560437,174.2784182,0
310.6067061,221.7254957,1
309.8003857,206.0115894,1
290.0776573,218.2164868,1
335.5823627,256.1023075,2
263.591561,125.0624926,1
143.5362968,112.3374786,0
333.5506367,313.9845048,2
73.24123538,121.0801519,0
104.4607869,127.25975,0
324.4745271,331.948533,2
139.3020967,82.35543519,0
138.5468151,142.7373344,0
361.310068,296.9597057,2
188.8046753,253.2757988,1
134.0669332,102.9830801,0
306.2163802,132.5078586,1
330.1290978,331.4545106,2
258.1164373,99.37983381,1
435.7597546,261.6498238,2
110.4676152,178.5071321,0
235.0121177,202.032821,1
187.4716074,226.2665782,1
147.1571958,125.2948036,0
180.6993948,103.985381,0
321.5637638,156.7831632,1
93.6013948,134.2109293,0
184.7207696,99.21714624,0
243.9390764,155.3213068,1
191.5344359,286.0351892,1
212.5015382,176.398371,1
335.0881551,289.8926323,2
180.1126148,248.0311172,1
311.640189,185.1176126,1
216.7956448,178.3288802,1
354.4244823,261.6708639,2
286.402282,222.9412826,1
406.5230477,265.5923786,2
388.6797769,211.1228667,2
337.3591055,308.0224365,2
318.0825259,162.7510147,1
307.0495143,367.2819348,2
224.1388403,204.9665958,1
283.5097955,122.8019879,1
317.2008772,169.1459688,1
305.3233458,114.7145854,1
177.4078877,299.4891579,1
145.7420469,254.8587168,1
410.620472,238.4219129,2
151.4056844,68.58199835,0
64.07383307,191.5981611,0
81.25226308,204.8593268,0
281.4610794,213.7966972,1
346.2415233,335.6733219,2
111.1792588,149.4009469,0
200.4564943,67.45524358,0
265.1576246,184.8625957,1
185.1865696,116.4101721,0
160.6258455,265.4112021,1
183.539814,277.7819025,1
286.1646588,181.2053607,1
141.0363279,119.3007385,0
340.2277301,266.0183527,2
150.2281511,77.63724066,0
309.1443087,221.8274015,1
174.4497431,107.5281605,0
283.2854133,126.4761426,1
97.89769883,170.5073028,0
264.1169644,182.1371171,1
127.077179,177.9295192,0
409.550577,295.3217396,2
167.4202412,89.54563739,0
186.15709,276.7175876,1
132.6940698,71.02068222,0
270.8558167,337.3073362,2
316.4681109,303.1980742,2
218.7070827,163.645497,1
141.8076789,88.67764547,0
226.802573,200.423744,1
345.0733235,227.3327073,2
290.0970875,145.8719095,1
165.3374323,189.9844505,1
325.1742852,285.1115427,2
369.2852115,275.4509927,2
289.2207672,140.4176025,1
81.90810211,168.2261006,0
188.2788753,251.2147432,1
195.4774436,230.6782053,1
134.2952113,79.210273,0
169.8555779,83.49164453,0
289.8427048,130.9481498,1
337.4586811,133.8976535,1
179.3570425,58.75932998,0
160.8410938,129.555889,0
354.5563212,300.2164251,2
283.316117,125.5665604,1
192.3750918,286.5073403,1
158.4742314,73.01860907,0
198.8528004,201.540389,1
266.4202637,180.8683438,1
94.66494962,214.6528297,0
301.799602,315.9000675,2
327.3869856,372.674184,2
190.0087176,241.9086256,1
321.0130041,314.8043104,2
202.2396509,61.01931123,0
307.18292,134.2336649,1
289.7943113,184.5505965,1
246.3455301,269.8703327,1
234.6183386,249.6167411,1
276.5568642,189.2261376,1
195.2653053,113.4134712,0
336.2064463,331.3370325,2
175.1101828,106.8971316,0
365.9372338,257.5075862,2
257.9810345,234.3732734,1
339.2802806,274.2716663,2
350.7674386,332.1669718,2
321.8591383,183.6115275,1
296.6280827,354.2625063,2
144.3935474,109.9179034,0
431.3891447,200.4191002,2
200.6394859,200.226549,1
274.2572878,147.7250893,1
279.8898493,221.8708842,1
90.03561969,212.6658235,0
165.6021235,46.27625169,0
406.7146052,276.9467159,2
174.988162,276.7028022,1
387.1791895,255.6552342,2
154.5984974,230.0918206,1
392.5083072,202.8543651,2
217.4884443,229.1868483,1
220.5108625,235.3874798,1
282.9633628,343.6229675,2
158.02147,89.22648674,0
211.0530724,186.817566,1
315.1107421,121.770717,1
205.6896173,258.6095193,1
241.6123964,232.9829712,1
166.4079503,73.37251419,0
148.4629096,51.78219574,0
155.1355204,88.4472552,0
387.196783,263.0791057,2
318.6704217,172.8742299,1
372.6943845,261.0974554,2
126.9767485,128.1524211,0
113.6069645,179.6931702,0
118.6528221,112.4338189,0
316.0181123,150.9515078,1
134.2647755,125.5056583,0
386.6203804,192.3035661,2
86.32981451,170.8161599,0
302.9147682,319.1535184,2
106.5800633,212.4920762,0
264.3777965,258.5365993,1
411.8009384,241.2201989,2
84.63625026,177.1900158,0
314.9660225,324.6784655,2
154.6511765,70.45883445,0
163.2907963,65.01549936,0
103.4149664,177.8219412,0
124.5557301,89.48609703,0
175.0717944,92.83253567,0
210.8052907,85.38947219,0
182.8129245,96.58332359,0
394.8287187,206.2610779,2
266.1093984,110.659092,1
241.8086812,139.4369791,1
280.8138494,218.2203273,1
395.8412689,294.9318924,2
262.7202117,152.6485096,1
170.0630679,224.5549314,1
408.7977926,223.2925221,2
171.5998976,39.07288225,0
413.2200687,287.798443,2
208.7793144,93.86058406,0
377.4399535,256.393887,2
256.1569279,128.3369014,1
195.1465182,69.64781248,0
222.5216066,264.0311575,1
228.6703021,241.3068724,1
341.446941,310.0545016,2
235.8839639,167.3644511,1
163.933754,97.25636429,0
384.3023324,310.9079173,2
331.933473,320.4355266,2
235.754442,236.9506206,1
298.1567576,180.2584144,1
97.62195498,168.4990737,0
187.6816839,303.6408529,1
127.8729041,96.57081744,0
118.498052,181.3949826,0
288.6530909,201.3235908,1
146.1753015,135.1513277,0
290.1607741,154.062139,1
207.4920685,233.9914132,1
362.6919697,250.627835,2
203.8376146,51.28683417,0
138.0292598,116.3159805,0
258.0922158,211.5203442,1
235.3869662,119.8638728,1
307.9347488,353.3555455,2
119.8544018,182.2760983,0
230.5273275,177.4444461,1
404.1063771,195.3630613,2
148.7090624,67.07712369,0
251.099773,278.9862014,1
196.0059261,110.0910808,0
281.9507068,355.8371146,2
176.7513102,43.71595644,0
407.7928079,193.915016,2
180.4294683,218.9897574,1
116.3502498,85.05882289,0
371.1949797,259.7739257,2
327.7854314,303.240928,2
231.6703398,222.2186075,1
339.6842959,130.1072243,1
369.8201569,295.8442831,2
103.1445102,169.496338,0
163.0519458,99.24695017,0
297.2063864,145.4978391,1
207.386052,232.9637408,1
359.8009401,333.174421,2
246.320778,187.0139864,1
158.6801707,102.3189068,0
372.2199116,258.8784698,2
375.3218097,216.5275669,2
307.7084181,316.3640809,2
100.1278592,103.0133061,0
321.4639333,306.7522189,2
431.4662787,197.5289962,2
86.00418322,91.01833832,0
155.4524691,109.5405841,0
255.6659844,217.7701414,1
